smiles,logp,mw,tpsa,hbd,hba,rotbonds,qed,sas
C=C1C(=O)OC2C1CCC(C)=C1CCC(C)(OC(=O)CF)C12,2.8759000000000015,308.349,52.6,0,4,2,0.4470316483153444,4.672495670882784
CC(C)=CCCC(C)C12CCC(C)(O)C1C2,3.9200000000000026,222.37199999999996,20.23,1,1,4,0.714773084683654,4.496288696021102
O=C1O[C@H]2[C@@H](CCC3(CC3)[C@@H]3CCC4(CC4)[C@H]23)[C@@H]1CSc1ccccc1,5.316900000000005,368.54200000000003,26.3,0,3,3,0.53362628804062,4.968856034991315
CC1C2OC2C23CC1C(C)(C)C2CCC3C,3.4821000000000026,220.35599999999997,12.53,0,1,0,0.5693539897931837,6.052932496329913
C=C1C2CC2C2(C)Cc3occ(C)c3C(O)C12,3.0059200000000015,230.307,33.370000000000005,1,2,0,0.6949665807583025,4.956131651929857
C=C1C(=O)O[C@H]2[C@H]1CC/C(CF)=C\CC[C@@]1(C)O[C@@H]21,2.7116000000000007,266.3119999999999,38.83,0,3,1,0.3168861266847759,4.956645460215373
CC1CCC2C1C1C(C)CCC(C)(O)C12,3.0756000000000014,208.34499999999994,20.23,1,1,0,0.64839830365344,4.5303534009803785
C=C1C(=O)OC2C1CCC(COC)=C1CCC(C)(O)C12,1.9820000000000004,278.3479999999999,55.760000000000005,1,4,2,0.476580323537164,4.527647969227323
O=C1OC2C(CCC3(CC3)C3CCC4(CC4)C23)C1CS1CCCC1,4.319600000000004,348.55200000000013,26.3,1,2,2,0.5940545353746743,6.134743898012656
C=C1C(=O)OC2C3=C(C)C(=O)CC3C(C)(O)CCC12,1.5345,262.30499999999995,63.60000000000001,1,4,0,0.5309974265752904,4.51913139296715
C=C1C(=O)OC2C1CCC(C)(O)C1(O)CC=C(C)C21,1.3263,264.32099999999997,66.76,2,4,0,0.39332627798236114,4.671956104689199
C=C1CCC2C(C3C(C)CCC13)C2(C)C,4.270900000000004,204.35699999999994,0.0,0,0,0,0.5168607465220088,4.223063743162508
CC(C)=CCCC(C)C12CCC(C)(O)C1C2,3.9200000000000026,222.37199999999996,20.23,1,1,4,0.714773084683654,4.496288696021102
C=C1C(=O)OC2C1CC(O)C(C)=C1CCC(C)(O)C12,1.3262999999999998,264.3209999999999,66.76,2,4,0,0.3933262779823611,4.736335290209562
C=C1C(=O)O[C@H]2[C@H]1CCC(C)=C1CC[C@@](C)(OC(=O)C3CCCC3)[C@@H]12,4.096600000000003,344.45100000000014,52.6,0,4,2,0.42990096366234437,4.355280912510032
CC1=C2CCC(C)C2C2C(CC1)C2(C)C,4.415000000000004,204.35699999999994,0.0,0,0,0,0.5125130456348207,4.14816850942302
C=C1C(=O)OC2C1CCC1(C)OC1CCC1(C)OC21,1.9731999999999998,264.3209999999999,51.36,0,4,0,0.381178491608897,5.030870926161729
CC1(C)OC2CC(=O)OCC23C1CC(=O)C1(C)C3CCC2(C)C(c3ccoc3)OC(=O)C3OC321,3.137400000000002,470.51800000000026,104.57000000000002,0,8,1,0.455458119350151,6.074316432966031
CC1(C)[C@@H]2[C@H]1CC[C@@]1(C)O[C@@H]21,2.2099,152.237,12.53,0,1,0,0.4847388598069412,4.173109573070178
C=C1C(=O)OC2C1CCC(C)(O)C1CCC(C)(O)C21,1.4062,266.33699999999993,66.76,2,4,0,0.5136585109604442,4.499462519290864
C=C1C(=O)OC2C1CC(O)C(C)=C1CCC(C)(O)C12,1.3262999999999998,264.3209999999999,66.76,2,4,0,0.3933262779823611,4.736335290209562
C=C1C(=O)OC2C1CCC1(COC(=O)O1)C1CCC(C)(O)C21,1.5608,308.33,82.06,1,6,0,0.5400505611147745,5.308141494859777
Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1C1CC1C2(C)C,4.028720000000003,292.33400000000006,47.28,0,3,0,0.6887075835817743,3.9942274400142335
C=C1C(=O)OC2C3=C(C)C(=O)C=CC3(C)CCC12,2.3397000000000006,244.28999999999996,43.370000000000005,0,3,0,0.48499136470216336,4.289982321362814
C=C1CCC2C(C3C1CCC3(C)O)C2(C)CC=CC(C)(C)O,4.083100000000004,304.474,40.46,2,2,3,0.77123098783767,4.900660669435963
C=C1CC(OC)C2C(=C)C(=O)OC2C2C(C)C(=O)CC12,1.9004,276.332,52.6,0,4,1,0.41683732633817644,4.743966927718869
